GDP251,GDP253,GDP254,GDP255,GDP259,GDP260,GDP261,GDP263,GDP264,GDP266,GDP267,IPS13,IPS18,IPS25,IPS34,IPS38,IPS43,IPS306,PMP,UTL11,CES006,CES011,CES017,CES033,CES046,CES048,CES049,CES053,CES088,CES140,LHEL,LHELX,LHNAG,LBMNU,CES151,CES155,LHUR,LHU680,LHU5,LHU14,LHU15,LHU26,LHU27,HSNE,HSMW,HSSOU,HSWST,PMI,PMNO,PMDEL,PMNV,MOCMQ,MSONDQ,GDP274_1,GDP274_2,GDP274_3,GDP275_1,GDP275_2,GDP275_3,GDP275_4,GDP276_1,GDP276_3,GDP276_4,GDP276_5,GDP276_6,GDP276_7,GDP276_8,GDP280A,GDP281A,GDP282A,GDP284A,GDP285A,GDP287A,GDP288A,PSCCOMR,PW561R,PMCP,CES277R,CES278.R,LBOUT,LBPUR7,LBLCPU,FYFF,FYGM3,FYGT1,FYGT10,Sfygm6,Sfygt1,Sfygt10,sFYAAAC,sFYBAAC,FM1,MZMSL,FM2,FMFBA,FMRRA,BUSLOANS,CCINRV,EXRUS,EXRSW,EXRJAN,EXRUK,EXRCAN,FSPCOM,FSPIN,FSDXP,FSPXE,FSDJ,HHSNTN,DATE
3.665778,3.457063,2.946998,3.535228,10.433816,1.783534,-0.339223,-22.995861,5.000387,11.778773,5.063523,2.879516,3.340692,8.497638,1.576826,3.372843,4.532162,-4.088175,53.2,81.5601,-5.974719,3.626739,0.804432,-0.062394,2.130357,-0.118747,1.463307,0.90863,2.359297,4.410123,-1,-0.03,2.709213,-0.835973,40.1,-0.033333,0.033333,-0.766667,24.555565,27.221385,-13.29188,6.299343,-30.301987,5.530751,5.63479,6.233103,5.962722,50.166667,53.033333,44.633333,43.833333,11.069588,-6.11469,-0.325902,-0.041105,0.234484,-0.256764,0.535065,-4.456684,-0.414672,1.073027,1.506793,-0.037404,-3.673955,-1.453853,1.540111,-2.15697,-1.80814,0.070827,-0.119057,3.532889,-2.051619,1.366858,-1.11137,-8.675603,-1.118872,48.233333,3.138173,1.333759,5.601166,1.621922,-2.195954,0.24,0.123333,0.166667,0.116667,0.16,0.343333,1.15,0.346667,1.056667,-3.010264,-1.305173,-2.207257,-0.257999,1.150112,0.705386,-2.652531,0.320473,-0.844571,-1.128704,-1.097064,1.710411,-29.288956,-31.160383,0.233333,-1.63,-27.195274,-2.566667,1962-07-01
0.975715,18.1107,2.404215,5.228397,-9.841662,1.832764,-0.52482,-8.76506,4.888045,-2.105007,4.349891,4.565007,0.553812,1.924333,5.684458,1.468271,3.785059,7.996207,58.066667,81.634467,-5.345677,-0.484608,0.83198,-0.937086,2.129946,1.067458,-0.34954,1.649969,2.743324,3.035038,-1.333333,-0.021667,1.167746,-2.557322,39.866667,0,-0.033333,-0.733333,10.430636,-20.80032,-10.680704,37.033572,-59.614232,5.605802,5.738721,6.385194,5.984776,54.066667,57.033333,48.5,49.266667,5.429418,23.590038,-5.764318,0.595944,-0.623927,0.671554,-1.480591,10.354685,0.904657,-1.097211,-2.585928,0.178421,0.457704,0.440567,0.488758,0.749397,1.654719,-1.616067,-0.38143,0.80527,3.479637,1.799582,1.712977,0.715846,-0.55286,46.1,2.484801,1.16342,3.308526,2.781269,0.977468,0.076667,-0.026667,-0.186667,-0.086667,0.066667,0.183333,1.09,0.353333,1.053333,2.54282,2.21228,1.762965,0.65078,3.766442,1.777283,0.575965,-0.628863,-0.283979,-2.828334,-0.22833,-0.594096,12.171002,12.107672,-0.08,0.81,16.828321,4.266667,1962-10-01
5.211151,8.67796,1.672183,1.864959,-14.241772,7.80899,14.202316,9.269329,-9.370028,-9.786453,7.447074,9.392437,10.921951,-0.274193,6.021516,6.142797,6.915819,20.308946,56.833333,82.315567,-3.87513,-3.408797,0.815703,-0.500678,2.197986,0.911014,2.406598,1.898968,2.9714140000000002,4.285885,1,-0.019,1.290424,2.428556,40,0,0.233333,0.466667,6.326954,45.760952,25.289753,-19.207579,71.276865,5.345519,5.446737,6.300786,6.051305,55,59.6,52.1,47.5,13.869388,10.029811,3.348354,0.077464,0.129154,0.087342,0.213193,-12.12455,0.074474,1.108052,1.976018,1.536155,1.569909,-0.459524,-2.45184,0.391023,0.046138,1.197699,0.643467,-7.67e-4,1.530245,-2.688209,0.847198,-0.500762,-1.204999,49.233333,2.036774,2.341901,2.933735,2.580084,1.433128,0.043333000000000003,0.093333,0.03,-0.01,0.056667,0.12,0.986667,0.303333,1,1.964396,0.745903,0.898054,-0.516794,-6.202815,-4.378911,0.771259,0.172728,0.755803,0.133897,0.109662,0.495141,37.951213,37.647748,-0.25,1.233333,34.752179,0.566667,1963-01-01
4.962546,8.864283,1.687231,4.437485,18.409713,8.976689,27.78328,44.278008,9.319418,-3.736606,3.616323,11.87576,3.353075,3.689375,21.90414,10.991806,10.822563,-10.160901,60.666667,83.783067,4.027614,7.487556,2.335921,1.146461,2.838012,2.661965,1.77747,2.061161,2.851536,2.506581,-0.666667,-0.004333,3.505641,2.522696,40.2,0,-0.033333,0.2,1.283625,-16.868351,-6.143774,-1.747273,-10.24503,5.616771,5.846439,6.357842,6.0898,58.533333,63.133333,56.966667,52.6,11.21963,13.030249,2.265528,-0.083033,1.557705,-2.53655,0.306872,-1.83146,2.506883,-0.518086,-0.978598,-1.042031,-0.07535,-0.230748,1.835643,-2.122817,-0.377239,-0.578175,-1.648032,-1.120421,-1.8839,-1.145965,-1.083017,2.252542,-1.381725,60.266667,-0.11901,2.880176,2.794816,1.330648,-1.763475,-0.003333,0.033333,0.116667,0.07,0.083333,0.203333,1.023333,0.256667,0.89,-0.486182,-0.770507,-0.226195,1.27782,-0.413056,0.992174,0.856607,0.751729,-0.033903,3.900484,-0.395162,-0.049487,24.38264,25.910232,-0.14,-0.076667,23.127137,-4.133333,1963-04-01
7.460553,4.542713,3.200455,7.964473,2.795338,17.528094,7.33089,-21.959688,10.046133,21.569576,10.548042,9.174581,0.800548,12.320756,-5.031161,7.494603,2.660378,5.112843,60.133333,83.5563,0.065333,5.632675,1.054666,0.499246,2.494421,0.914635,1.022435,1.507254,2.247197,3.787569,0.666667,0.032667,2.478736,1.07995,40.2,0.133333,-0.233333,-0.3,-18.593647,2.079633,-5.131408,6.451753,-16.368108,5.567071,5.8357849999999996,6.454674,6.069197,55.833333,60.633333,47.266667,50,-2.568549,7.042859,-0.457059,0.62311,-0.427588,3.44642,0.123649,10.001149,-0.858201,-0.513499,-1.166178,-1.539178,-0.362738,1.836116,1.401077,1.987333,0.097322,0.743723,-2.948127,-0.370844,0.619916,-1.964448,-1.24119,-4.612576,-1.539864,59.533333,4.35988,1.513397,8.355528,1.635254,-3.942057,0.366667,0.353333,0.383333,0.07,0.123333,0.233333,0.74,0.253333,0.803333,0.406573,-0.656738,-0.563376,1.099253,4.630941,-0.65607,0.684104,0.504468,-0.653973,0.805692,-0.114295,1.235331,7.37619,7.460308,-0.016667,0.026667,1.175635,1.6,1963-07-01
3.100844,6.778797,0.261916,5.501147,8.004167,15.835508,11.997941,19.573832,-1.3349,-10.7844,5.547306,8.326126,4.769931,11.183575,10.000495,6.358401,6.835961,4.519714,62.7,84.203733,-1.527219,-1.206507,1.856953,0.166277,3.517043,2.114398,3.165884,3.26731,3.492201,4.821635,1,0.005667,1.491645,3.095838,40.166667,0.033333,0.066667,-0.533333,23.463989,-6.715446,-15.162348,-8.458027,-21.968285,5.54257,5.838702,6.381816,6.088289,56.4,62.1,47.9,44.766667,11.907691,7.857491,-0.739629,0.845428,0.899486,-2.051367,0.405061,-5.19557,-0.603539,0.996144,2.862026,0.255633,0.286265,-1.160873,-0.415641,0.704324,-0.547729,-0.222106,7.154434,1.334108,-0.138433,10.200757,2.172387,8.346,-4.741098,69.166667,2.539234,1.953716,1.006254,3.49332,4.37289,0.123333,0.203333,0.203333,0.086667,0.133333,0.233333,0.623333,0.213333,0.72,-0.127891,-0.260949,-0.363001,-0.339785,-0.330802,7.428105,0.342432,-0.344446,-0.24706,-0.290451,-0.286167,-0.926141,12.794583,15.188253,-0.023333,0.273333,17.673602,0.6,1963-10-01
8.86817,14.815963,7.45766,6.047345,10.19308,9.563399,23.783978,23.78603,-0.346814,-2.109512,5.906394,3.332989,4.713418,11.130539,5.550079,7.384868,5.43674,1.714764,63.9,84.495633,-1.708655,-0.69107,1.190242,0.892556,4.003419,4.057183,3.178774,5.304976,3.557716,4.110918,1,0.030333,3.25801,7.359804,40,-0.033333,-0.1,-0.1,-5.624917,-12.05895,-2.691024,5.988883,-11.854671,5.490314,5.972961,6.404677,6.009632,58.4,61.6,55.833333,49.3,7.402996,21.902602,-0.029217,-1.278182,0.642598,2.818448,-0.740672,-0.64319,-0.83566,-1.000081,-3.561092,0.660214,1.618763,1.402317,-0.297427,1.055894,-0.992685,0.705701,-6.422248,0.606148,1.314211,-5.616913,-1.312601,-5.084951,-1.651696,60.233333,-0.114933,-0.186987,5.524999,-1.916969,-4.329359,0.01,0.033333,0.096667,0.06,0.146667,0.296667,0.65,0.196667,0.65,-1.419744,-0.286015,-1.049156,-0.976975,-2.288085,-3.461216,1.168478,0.17226,0.617365,-0.029424,0.057479,0.728744,22.673266,23.892938,-0.06,1.09,22.651146,1.633333,1964-01-01
4.618057,10.333099,7.310645,5.666864,13.369386,8.136204,-20.660165,6.593238,8.872369,-2.653965,9.072686,12.195872,9.645095,15.175356,11.744439,11.337218,9.277464,5.749733,61.233333,85.544733,0.175583,5.665939,2.156339,1.200767,2.623736,1.462061,2.136526,0.455252,2.861584,3.173025,2.333333,0.072333,4.802857,1.736975,40.366667,0.166667,-0.266667,-0.2,-9.863828,-11.726279,-20.442886,-36.542065,-3.760941,5.516113,5.782799,6.345636,5.842578,59.333333,62.733333,58.9,52.3,10.415503,26.758345,-1.872132,-0.427969,-2.747275,-2.733127,-0.087363,-2.869665,-0.867342,0.241917,5.280281,1.190378,-1.817445,-0.716025,-0.452377,-0.929966,5.040714,-0.063649,10.197244,-1.121205,-1.486208,-1.548692,0.164683,2.618749,-1.088067,61.533333,2.179321,3.03012,1.025288,3.732783,1.838485,0.026667,-0.053333,0.033333,0.02,0.13,0.383333,0.723333,0.206667,0.65,0.242033,0.149798,0.155842,0.606642,-1.348299,-2.469274,-1.429743,0.122997,-0.493816,0.080912,-0.033743,0.234398,13.955886,14.957246,-0.026667,0.22,13.191586,-1.266667,1964-04-01
5.422882,13.274972,7.158771,5.572622,12.987296,13.560621,-6.592876,-3.10957,10.572881,-3.107061,4.341039,8.819086,2.280694,8.671047,14.542633,8.57136,6.726942,-3.518443,64.166667,86.056967,0.416701,4.61894,5.164831,2.205793,3.845221,4.024616,3.379058,5.824993,2.08556,2.915204,2.333333,0.086,0.051376,2.5545,40.366667,0.166667,-0.2,0.266667,-22.449186,-13.418449,-14.186372,-31.610234,2.421804,5.517453,5.829926,6.350304,5.903544,63.166667,67.066667,66.633333,56,9.865344,-11.747573,0.740992,-0.717901,0.206576,1.310258,-1.149597,3.272895,0.05531,0.361377,-2.538719,-0.747333,1.134426,0.12101,1.105234,0.460424,-4.003849,-0.42783,-5.307629,3.295406,-2.605401,4.115191,-0.157212,8.416018,-1.16746,62.466667,1.731044,2.015824,3.935241,4.324614,1.9307,-0.033333,0.02,-0.093333,-0.006667,0.12,0.27,0.696667,0.216667,0.63,3.717078,1.736382,2.150578,1.767874,8.607903,2.726591,-0.530434,-0.098395,0.308706,-0.378957,-1.570796,-0.827174,12.633575,11.283985,-0.023333,-0.516667,13.012725,1.5,1964-07-01
1.07581,-13.528663,1.340346,5.585282,3.142449,11.39783,-7.356322,11.734833,10.71451,-5.714267,4.215741,-6.34966,4.397702,10.323537,10.190209,7.729719,6.493739,-0.393138,62.466667,86.492033,3.557131,6.892041,0.646204,2.847425,3.859645,3.420954,3.82583,4.02211,1.745389,5.794443,1.666667,0.038,2.266283,3.86234,40.533333,-0.033333,-0.033333,-0.366667,11.06359,-15.400847,-22.344126,10.435374,-54.833109,5.627621,5.796058,6.352629,5.759953,61.633333,61.333333,69.766667,59.866667,1.591644,15.6346,-1.144604,0.254894,-0.161005,-0.384426,0.367422,5.227059,0.552689,-0.547616,-0.692604,-0.632179,0.390475,0.648641,-0.896813,-0.336749,5.739494,-0.158617,7.502749,1.153745,1.77445,-5.646448,-0.057213,18.221079,-1.06349,68.966667,2.932122,-1.906089,-2.194745,1.119279,6.967601,0.12,0.186667,0.163333,-0.02,0.143333,0.246667,0.49,0.256667,0.636667,-1.269332,-0.265803,-0.795142,-1.129291,-0.872014,3.435219,-1.528302,-0.837336,-0.435345,-1.733792,-0.038089,-1.510604,8.940875,8.511919,-0.01,-0.483333,12.22758,1.933333,1964-10-01
9.705893,36.799193,4.574753,3.81815,20.011681,29.639952,1.386263,-45.660951,-14.700309,-4.940096,3.771026,45.111427,7.060226,14.616621,20.633913,9.772144,16.548285,3.262217,61.233333,88.866033,-0.326025,1.570574,8.980096,3.029932,3.839607,3.961929,4.013266,5.177027,2.346598,4.030802,2.333333,0.058333,3.841266,6.201581,40.766667,0.333333,-0.066667,-0.833333,3.88391,6.530757,-29.210054,-14.568253,-45.577704,5.479249,5.691485,6.368759,5.65832,62.666667,64.733333,67.5,60.8,18.462422,9.623707,2.427179,0.271727,-0.206581,-1.774008,1.89004,2.714589,1.412258,0.219829,-0.469384,-1.00985,-0.223567,-0.595205,-0.457223,-0.850702,-5.48244,0.800467,-8.973569,4.559413,2.019452,1.414602,2.20333,-2.126328,-1.490943,66.666667,4.153286,5.209321,6.603767,0.351613,-3.889176,0.396667,0.206667,0.08,0.03,0.09,0.12,0.313333,0.216667,0.583333,-2.213872,-0.986516,-0.255275,-1.603533,-8.594722,7.037871,3.674244,-0.110955,1.363116,-1.032774,0.950908,0.84268,8.483633,8.261683,0.003333,0.243333,8.857575,1.8,1965-01-01
